name,lat,lng,location_type,accessibility_metric,accessibility_category,accessibility_code,region
Block 460D (BUKIT BATOK),1.35357038229401,103.740214836034,HDB,67.6683,Poor Accessibility,3,BUKIT BATOK
Block 461 (ANG MO KIO),1.36752776339718,103.85740958675,HDB,112.6393,High Accessibility,1,ANG MO KIO
Block 461 (BUKIT BATOK),1.35461320218048,103.739721653959,HDB,65.1422,Poor Accessibility,3,BUKIT BATOK
Block 461 (CHOA CHU KANG),1.37817763759625,103.734550487829,HDB,58.135,Poor Accessibility,3,CHOA CHU KANG
Block 461 (PASIR RIS),1.37114196179247,103.958819178364,HDB,70.9476,Poor Accessibility,3,PASIR RIS
Block 461 (YISHUN),1.42841471915126,103.849972824055,HDB,64.4802,Poor Accessibility,3,YISHUN
Block 461A (BUKIT BATOK),1.35492017502696,103.739973160067,HDB,64.7518,Poor Accessibility,3,BUKIT BATOK
Block 461A (YISHUN),1.4281684407579,103.850490862012,HDB,62.9209,Poor Accessibility,3,YISHUN
Block 461B (BUKIT BATOK),1.35521232611038,103.740183600705,HDB,64.3305,Poor Accessibility,3,BUKIT BATOK
Block 461B (YISHUN),1.42870304255867,103.850533938752,HDB,61.8915,Poor Accessibility,3,YISHUN
Block 461C (BUKIT BATOK),1.35482612017831,103.740658209494,HDB,65.5682,Poor Accessibility,3,BUKIT BATOK
Block 461D (BUKIT BATOK),1.35445321126227,103.740357147518,HDB,66.0682,Poor Accessibility,3,BUKIT BATOK
Block 462 (ANG MO KIO),1.36695558620194,103.858031320467,HDB,109.2008,High Accessibility,1,ANG MO KIO
Block 462 (BUKIT BATOK),1.35442968945483,103.74004637439,HDB,65.8207,Poor Accessibility,3,BUKIT BATOK
Block 462 (CHOA CHU KANG),1.37751332977504,103.735227415835,HDB,59.0235,Poor Accessibility,3,CHOA CHU KANG
Block 462 (SEMBAWANG),1.45445319201857,103.814035193265,HDB,58.7316,Poor Accessibility,3,SEMBAWANG
Block 462 (YISHUN),1.42798875928473,103.850388270621,HDB,63.6049,Poor Accessibility,3,YISHUN
Block 462A (CHOA CHU KANG),1.37761510836633,103.735723043928,HDB,60.6192,Poor Accessibility,3,CHOA CHU KANG
Block 462A (SEMBAWANG),1.45441771969783,103.813240838967,HDB,58.0721,Poor Accessibility,3,SEMBAWANG
Block 462A (YISHUN),1.42763782554448,103.850122713364,HDB,65.2488,Poor Accessibility,3,YISHUN
Block 462B (YISHUN),1.42713504784751,103.850234462665,HDB,65.7128,Poor Accessibility,3,YISHUN
Block 462C (YISHUN),1.42756789223525,103.850898360505,HDB,62.3921,Poor Accessibility,3,YISHUN
Block 462D (YISHUN),1.42803979679244,103.850958894803,HDB,61.4644,Poor Accessibility,3,YISHUN
Block 463 (ANG MO KIO),1.36711621129028,103.85713855795,HDB,113.2084,High Accessibility,1,ANG MO KIO
Block 463 (BUKIT BATOK),1.35683551267825,103.741447348978,HDB,61.6967,Poor Accessibility,3,BUKIT BATOK
Block 463 (CHOA CHU KANG),1.37717864078464,103.735454175075,HDB,59.0627,Poor Accessibility,3,CHOA CHU KANG
Block 463 (PASIR RIS),1.37258743090674,103.958120451767,HDB,70.8891,Poor Accessibility,3,PASIR RIS
Block 463 (SEMBAWANG),1.45555388401849,103.81464932384,HDB,56.0995,Poor Accessibility,3,SEMBAWANG
Block 463A (BUKIT BATOK),1.35633162419305,103.742194589628,HDB,63.3498,Poor Accessibility,3,BUKIT BATOK
Block 463A (SEMBAWANG),1.45559843682203,103.814045150572,HDB,55.5865,Poor Accessibility,3,SEMBAWANG
Block 463B (BUKIT BATOK),1.35704936773958,103.742307951488,HDB,61.7146,Poor Accessibility,3,BUKIT BATOK
Block 463B (SEMBAWANG),1.45599868966281,103.813971740295,HDB,54.4893,Poor Accessibility,3,SEMBAWANG
Block 463C (SEMBAWANG),1.45623509145475,103.814292200264,HDB,54.0736,Poor Accessibility,3,SEMBAWANG
Block 464 (ANG MO KIO),1.36672875832929,103.856921360601,HDB,112.9012,High Accessibility,1,ANG MO KIO
Block 464 (BUKIT BATOK),1.35758060610351,103.742154252421,HDB,60.5477,Poor Accessibility,3,BUKIT BATOK
Block 464 (CHOA CHU KANG),1.37691411063327,103.735857454273,HDB,59.6502,Poor Accessibility,3,CHOA CHU KANG
Block 464 (PASIR RIS),1.37267707714054,103.958359235852,HDB,70.0084,Poor Accessibility,3,PASIR RIS
Block 464A (BUKIT BATOK),1.35737021414307,103.741749681703,HDB,60.6435,Poor Accessibility,3,BUKIT BATOK
Block 464B (BUKIT BATOK),1.3579967815657,103.742102165928,HDB,59.7207,Poor Accessibility,3,BUKIT BATOK
Block 465 (ANG MO KIO),1.3662010408294,103.857200967235,HDB,110.236,High Accessibility,1,ANG MO KIO
Block 465 (CHOA CHU KANG),1.37729601829662,103.736538815878,HDB,62.3779,Poor Accessibility,3,CHOA CHU KANG
Block 465 (PASIR RIS),1.37340933790495,103.958559916253,HDB,68.106,Poor Accessibility,3,PASIR RIS
Block 465 (SEMBAWANG),1.45530055840137,103.814126456343,HDB,56.4457,Poor Accessibility,3,SEMBAWANG
Block 465A (BUKIT BATOK),1.3573087570582,103.742673008326,HDB,61.6477,Poor Accessibility,3,BUKIT BATOK
Block 466 (ANG MO KIO),1.36581960538764,103.857061606231,HDB,109.1199,High Accessibility,1,ANG MO KIO
Block 466 (BUKIT BATOK),1.35710217789098,103.742743539749,HDB,62.1233,Poor Accessibility,3,BUKIT BATOK
Block 466 (PASIR RIS),1.37315409877617,103.958128748489,HDB,69.8436,Poor Accessibility,3,PASIR RIS
Block 466 (SEMBAWANG),1.45553596793073,103.81346991378,HDB,55.3263,Poor Accessibility,3,SEMBAWANG
Block 466A (SEMBAWANG),1.45520102099065,103.813588634759,HDB,56.2967,Poor Accessibility,3,SEMBAWANG
Block 466B (SEMBAWANG),1.45500467033158,103.813212087255,HDB,56.4895,Poor Accessibility,3,SEMBAWANG
Block 466C (SEMBAWANG),1.45588056867505,103.813146773816,HDB,54.2053,Poor Accessibility,3,SEMBAWANG
Block 466D (SEMBAWANG),1.45595291786323,103.813547483063,HDB,54.3194,Poor Accessibility,3,SEMBAWANG
Block 467 (ANG MO KIO),1.36539106633914,103.856803588706,HDB,107.8341,High Accessibility,1,ANG MO KIO
Block 467 (BUKIT BATOK),1.35713012350104,103.743465010621,HDB,62.8677,Poor Accessibility,3,BUKIT BATOK
Block 467 (PASIR RIS),1.37348577079513,103.956760604382,HDB,73.3424,Poor Accessibility,3,PASIR RIS
Block 467A (BUKIT BATOK),1.35651860042533,103.743862528559,HDB,64.5414,Poor Accessibility,3,BUKIT BATOK
Block 467B (BUKIT BATOK),1.35614011912775,103.743163785285,HDB,64.4856,Poor Accessibility,3,BUKIT BATOK
Block 467C (BUKIT BATOK),1.35592238075355,103.742551675133,HDB,64.5569,Poor Accessibility,3,BUKIT BATOK
Block 468 (ANG MO KIO),1.36487674599293,103.856287317569,HDB,106.7291,High Accessibility,1,ANG MO KIO
Block 468 (BUKIT BATOK),1.35609364517446,103.742373447775,HDB,64.031,Poor Accessibility,3,BUKIT BATOK
Block 468 (PASIR RIS),1.37382772183808,103.956757899691,HDB,72.5909,Poor Accessibility,3,PASIR RIS
Block 468 (YISHUN),1.42477394982863,103.851792560531,HDB,61.8953,Poor Accessibility,3,YISHUN
Block 468A (BUKIT BATOK),1.35649522522916,103.742712657002,HDB,63.267,Poor Accessibility,3,BUKIT BATOK
Block 468A (YISHUN),1.42532389372284,103.851843638346,HDB,61.3675,Poor Accessibility,3,YISHUN
Block 468B (BUKIT BATOK),1.35686958198537,103.743161006143,HDB,63.051,Poor Accessibility,3,BUKIT BATOK
Block 469 (ANG MO KIO),1.36452029379673,103.856631941425,HDB,104.3711,High Accessibility,1,ANG MO KIO
Block 469 (CHOA CHU KANG),1.37779477244622,103.73737904885,HDB,66.2002,Poor Accessibility,3,CHOA CHU KANG
Block 469 (PASIR RIS),1.37349977144258,103.957588753401,HDB,70.7869,Poor Accessibility,3,PASIR RIS
Block 469 (YISHUN),1.42445443317111,103.852292951284,HDB,60.0958,Poor Accessibility,3,YISHUN
Block 469A (YISHUN),1.42469407414992,103.852385726656,HDB,59.6504,Poor Accessibility,3,YISHUN
Block 469B (YISHUN),1.42438879653642,103.852083098516,HDB,60.9297,Poor Accessibility,3,YISHUN
Block 47 (NOVENA),1.32750482242864,103.856897098071,HDB,87.527,Moderate Accessibility,2,NOVENA
Block 47 (TOA PAYOH),1.33691029763166,103.854030352751,HDB,95.9815,High Accessibility,1,TOA PAYOH
Block 47 (MARINE PARADE),1.30572354541959,103.91253050447,HDB,136.8902,High Accessibility,1,MARINE PARADE
Block 47 (JURONG EAST),1.32012627849168,103.739888486506,HDB,58.4564,Poor Accessibility,3,JURONG EAST
Block 47A (MARINE PARADE),1.30553213207486,103.912582135317,HDB,136.3725,High Accessibility,1,MARINE PARADE
Block 470 (ANG MO KIO),1.36409807919403,103.856694220704,HDB,102.2996,High Accessibility,1,ANG MO KIO
Block 470 (CHOA CHU KANG),1.37817751599485,103.737107245589,HDB,66.1496,Poor Accessibility,3,CHOA CHU KANG
Block 470 (PASIR RIS),1.37381136566656,103.957589569659,HDB,70.1424,Poor Accessibility,3,PASIR RIS
Block 471 (ANG MO KIO),1.36346600647245,103.856702918462,HDB,99.3598,High Accessibility,1,ANG MO KIO
Block 471 (CHOA CHU KANG),1.37859282552753,103.737126374388,HDB,67.0369,Poor Accessibility,3,CHOA CHU KANG
Block 471 (PASIR RIS),1.37415624476148,103.957817720179,HDB,68.755,Poor Accessibility,3,PASIR RIS
Block 472 (ANG MO KIO),1.36314392666998,103.858118593427,HDB,95.7716,High Accessibility,1,ANG MO KIO
Block 472 (CHOA CHU KANG),1.37908544061279,103.737542449427,HDB,69.3743,Poor Accessibility,3,CHOA CHU KANG
Block 472 (PASIR RIS),1.37416560524798,103.957269541866,HDB,70.3131,Poor Accessibility,3,PASIR RIS
Block 473 (ANG MO KIO),1.36305380914637,103.856846002568,HDB,97.2056,High Accessibility,1,ANG MO KIO
Block 473 (CHOA CHU KANG),1.37961821111761,103.738115482342,HDB,72.0804,Poor Accessibility,3,CHOA CHU KANG
Block 473 (PASIR RIS),1.37449111361936,103.957363433563,HDB,69.3106,Poor Accessibility,3,PASIR RIS
Block 473 (HOUGANG),1.3764123368319,103.900696707698,HDB,86.7724,Moderate Accessibility,2,HOUGANG
Block 473A (PASIR RIS),1.37426572641191,103.95659549441,HDB,72.0549,Poor Accessibility,3,PASIR RIS
Block 473A (HOUGANG),1.37682525094625,103.900641038235,HDB,86.6769,Moderate Accessibility,2,HOUGANG
Block 473B (HOUGANG),1.37593845080051,103.901084524846,HDB,84.8107,Moderate Accessibility,2,HOUGANG
Block 473C (HOUGANG),1.37628006481899,103.901387559,HDB,82.5679,Moderate Accessibility,2,HOUGANG
Block 473D (HOUGANG),1.37667371760412,103.901954069082,HDB,79.0544,Moderate Accessibility,2,HOUGANG
Block 474 (ANG MO KIO),1.36275784702216,103.858015323667,HDB,94.1664,High Accessibility,1,ANG MO KIO
Block 474 (PASIR RIS),1.37473846652732,103.956643408449,HDB,70.7634,Poor Accessibility,3,PASIR RIS
Block 474 (HOUGANG),1.37665369263764,103.900860274367,HDB,85.4779,Moderate Accessibility,2,HOUGANG
Block 474A (CHOA CHU KANG),1.37863888437875,103.737905856969,HDB,69.9844,Poor Accessibility,3,CHOA CHU KANG
Block 475 (ANG MO KIO),1.36266297827625,103.85651592319,HDB,95.9583,High Accessibility,1,ANG MO KIO
Block 475 (PASIR RIS),1.37519520507842,103.957148366526,HDB,68.2431,Poor Accessibility,3,PASIR RIS
Block 475 (HOUGANG),1.37571547958525,103.90067527329,HDB,87.9934,Moderate Accessibility,2,HOUGANG
Block 475A (HOUGANG),1.37629840280721,103.900220786851,HDB,90.3864,Moderate Accessibility,2,HOUGANG
Block 475B (HOUGANG),1.3757740461149,103.899965684738,HDB,93.3266,High Accessibility,1,HOUGANG
Block 475C (HOUGANG),1.3752181944865,103.899995251993,HDB,93.9111,High Accessibility,1,HOUGANG
Block 475D (HOUGANG),1.37518254401411,103.900405982824,HDB,90.6809,Moderate Accessibility,2,HOUGANG
Block 476 (ANG MO KIO),1.36238829184688,103.857880564737,HDB,92.6249,High Accessibility,1,ANG MO KIO
Block 476 (CHOA CHU KANG),1.37693407876395,103.738130160253,HDB,65.9066,Poor Accessibility,3,CHOA CHU KANG
Block 476 (PASIR RIS),1.37519548125055,103.958359563144,HDB,65.0427,Poor Accessibility,3,PASIR RIS
Block 476A (CHOA CHU KANG),1.37652018482202,103.738025725932,HDB,64.3071,Poor Accessibility,3,CHOA CHU KANG
Block 476A (PASIR RIS),1.37487649158241,103.957791910218,HDB,67.2514,Poor Accessibility,3,PASIR RIS
Block 476A (HOUGANG),1.37676038157719,103.904050364711,HDB,69.0536,Poor Accessibility,3,HOUGANG
Block 476B (CHOA CHU KANG),1.37711823495119,103.737558566927,HDB,64.9239,Poor Accessibility,3,CHOA CHU KANG
Block 476C (CHOA CHU KANG),1.37734684156778,103.737912934165,HDB,66.6522,Poor Accessibility,3,CHOA CHU KANG
Block 476D (CHOA CHU KANG),1.37727907968964,103.738418034791,HDB,67.85,Poor Accessibility,3,CHOA CHU KANG
Block 476E (CHOA CHU KANG),1.37709957336678,103.73829566713,HDB,66.8928,Poor Accessibility,3,CHOA CHU KANG
Block 477 (PASIR RIS),1.37449176913404,103.958262498026,HDB,66.8065,Poor Accessibility,3,PASIR RIS
Block 478 (PASIR RIS),1.37449376842352,103.958958334109,HDB,64.9311,Poor Accessibility,3,PASIR RIS
Block 478 (YISHUN),1.42939025205716,103.850709781984,HDB,60.3599,Poor Accessibility,3,YISHUN
Block 478A (YISHUN),1.42910217849808,103.851138688057,HDB,59.2027,Poor Accessibility,3,YISHUN
Block 478B (YISHUN),1.42934496026772,103.851652296544,HDB,57.3878,Poor Accessibility,3,YISHUN
Block 478C (YISHUN),1.42978389948502,103.851190359773,HDB,58.289,Poor Accessibility,3,YISHUN
Block 479 (PASIR RIS),1.37517714700663,103.959207233132,HDB,62.9324,Poor Accessibility,3,PASIR RIS
Block 479 (YISHUN),1.43009383593178,103.851065201526,HDB,58.4591,Poor Accessibility,3,YISHUN
Block 479A (YISHUN),1.42980947984757,103.850543548091,HDB,60.6059,Poor Accessibility,3,YISHUN
Block 479B (YISHUN),1.42977881608887,103.850095603468,HDB,62.3518,Poor Accessibility,3,YISHUN
Block 479C (YISHUN),1.42942961091678,103.850096721246,HDB,62.7079,Poor Accessibility,3,YISHUN
Block 48 (NOVENA),1.32761375119362,103.856634653849,HDB,89.0975,Moderate Accessibility,2,NOVENA
Block 48 (TOA PAYOH),1.337083957059,103.85354103689,HDB,98.459,High Accessibility,1,TOA PAYOH
Block 48 (JURONG EAST),1.32049772893293,103.739967666096,HDB,59.539,Poor Accessibility,3,JURONG EAST
Block 480 (PASIR RIS),1.37480098096567,103.959362372842,HDB,63.2846,Poor Accessibility,3,PASIR RIS
Block 481 (PASIR RIS),1.37389876519666,103.958929343522,HDB,66.1532,Poor Accessibility,3,PASIR RIS
Block 482 (SEMBAWANG),1.45543968418756,103.815460900731,HDB,56.8607,Poor Accessibility,3,SEMBAWANG
Block 482 (PASIR RIS),1.3737441529967,103.959755840195,HDB,64.1948,Poor Accessibility,3,PASIR RIS
Block 482A (SEMBAWANG),1.45488185139782,103.81567746984,HDB,58.6297,Poor Accessibility,3,SEMBAWANG
Block 482B (SEMBAWANG),1.45528854400541,103.815796733334,HDB,57.4547,Poor Accessibility,3,SEMBAWANG
Block 483 (SEMBAWANG),1.45603699736223,103.815580869079,HDB,55.2157,Poor Accessibility,3,SEMBAWANG
Block 483 (CHOA CHU KANG),1.37584148701172,103.737757429932,HDB,61.6782,Poor Accessibility,3,CHOA CHU KANG
Block 483 (PASIR RIS),1.37402423915764,103.960045991441,HDB,62.9525,Poor Accessibility,3,PASIR RIS
Block 483A (CHOA CHU KANG),1.37599174895958,103.737082921458,HDB,60.6152,Poor Accessibility,3,CHOA CHU KANG
Block 484 (SEMBAWANG),1.45707121613828,103.815308448775,HDB,52.3865,Poor Accessibility,3,SEMBAWANG
Block 484 (CHOA CHU KANG),1.37647656461683,103.737135249373,HDB,62.0083,Poor Accessibility,3,CHOA CHU KANG
Block 484 (PASIR RIS),1.3736034575533,103.960557824017,HDB,62.3317,Poor Accessibility,3,PASIR RIS
Block 484A (SEMBAWANG),1.45648173153249,103.815234506396,HDB,53.8805,Poor Accessibility,3,SEMBAWANG
Block 484A (CHOA CHU KANG),1.37668464228405,103.736817870853,HDB,61.7183,Poor Accessibility,3,CHOA CHU KANG
Block 484B (SEMBAWANG),1.45673237952445,103.81520912889,HDB,53.2167,Poor Accessibility,3,SEMBAWANG
Block 484B (CHOA CHU KANG),1.37623030762822,103.736338345807,HDB,59.4257,Poor Accessibility,3,CHOA CHU KANG
Block 484C (CHOA CHU KANG),1.37549260049004,103.73687123842,HDB,58.9034,Poor Accessibility,3,CHOA CHU KANG
Block 484D (CHOA CHU KANG),1.37534797754277,103.737317097286,HDB,59.4517,Poor Accessibility,3,CHOA CHU KANG
Block 485 (SEMBAWANG),1.45642486305407,103.815857505979,HDB,54.2414,Poor Accessibility,3,SEMBAWANG
Block 485 (CHOA CHU KANG),1.37499843819864,103.737744294777,HDB,59.3388,Poor Accessibility,3,CHOA CHU KANG
Block 485 (JURONG WEST),1.3483471084985,103.727243025871,HDB,84.3088,Moderate Accessibility,2,JURONG WEST
Block 485 (PASIR RIS),1.3744172834429,103.960854400578,HDB,60.2753,Poor Accessibility,3,PASIR RIS
Block 485A (CHOA CHU KANG),1.37461810751349,103.738364995209,HDB,59.3326,Poor Accessibility,3,CHOA CHU KANG
Block 485B (CHOA CHU KANG),1.37429936592367,103.738807275182,HDB,59.0948,Poor Accessibility,3,CHOA CHU KANG
Block 485C (CHOA CHU KANG),1.37479885966148,103.738969879592,HDB,60.6868,Poor Accessibility,3,CHOA CHU KANG
Block 485D (CHOA CHU KANG),1.37519914641013,103.738966077649,HDB,61.8549,Poor Accessibility,3,CHOA CHU KANG
Block 486 (SEMBAWANG),1.45602740243461,103.816100124988,HDB,55.4093,Poor Accessibility,3,SEMBAWANG
Block 486 (CHOA CHU KANG),1.37544982404192,103.738349548996,HDB,61.6503,Poor Accessibility,3,CHOA CHU KANG
Block 486 (PASIR RIS),1.37433415246216,103.960352191633,HDB,61.645,Poor Accessibility,3,PASIR RIS
Block 486A (CHOA CHU KANG),1.37506059064075,103.738422304715,HDB,60.6415,Poor Accessibility,3,CHOA CHU KANG
Block 486B (CHOA CHU KANG),1.37525242844761,103.738028515891,HDB,60.5269,Poor Accessibility,3,CHOA CHU KANG
Block 487 (SEMBAWANG),1.45545241379364,103.816118262593,HDB,57.0856,Poor Accessibility,3,SEMBAWANG
Block 487 (CHOA CHU KANG),1.37628705581631,103.738815673764,HDB,65.122,Poor Accessibility,3,CHOA CHU KANG
Block 487 (JURONG WEST),1.34872511571948,103.72724315066,HDB,83.2264,Moderate Accessibility,2,JURONG WEST
Block 487 (PASIR RIS),1.37494128665342,103.96059003892,HDB,60.0192,Poor Accessibility,3,PASIR RIS
Block 487A (CHOA CHU KANG),1.37587750919484,103.739113762764,HDB,64.2045,Poor Accessibility,3,CHOA CHU KANG
Block 487B (CHOA CHU KANG),1.37635512444695,103.738360161731,HDB,64.4981,Poor Accessibility,3,CHOA CHU KANG
Block 487C (CHOA CHU KANG),1.37651280702577,103.739137682367,HDB,66.438,Poor Accessibility,3,CHOA CHU KANG
Block 488 (CHOA CHU KANG),1.37672379608721,103.738696100619,HDB,66.4437,Poor Accessibility,3,CHOA CHU KANG
Block 489 (JURONG WEST),1.34917459623674,103.72723983348,HDB,81.8408,Moderate Accessibility,2,JURONG WEST
Block 489B (CHOA CHU KANG),1.37573636567496,103.73958458863,HDB,64.3456,Poor Accessibility,3,CHOA CHU KANG
Block 49 (NOVENA),1.32765981551451,103.856373450584,HDB,90.7541,Moderate Accessibility,2,NOVENA
Block 49 (JURONG EAST),1.32098928416148,103.738180684101,HDB,59.2028,Poor Accessibility,3,JURONG EAST
Block 490 (JURONG WEST),1.34958659802717,103.727240365566,HDB,80.5907,Moderate Accessibility,2,JURONG WEST
Block 491 (SEMBAWANG),1.45611278902566,103.817716592062,HDB,55.5744,Poor Accessibility,3,SEMBAWANG
Block 491 (JURONG WEST),1.34958656573247,103.72631531647,HDB,81.2647,Moderate Accessibility,2,JURONG WEST
Block 491G (TAMPINES),1.3636112252445,103.954333196181,HDB,85.2357,Moderate Accessibility,2,TAMPINES
Block 492 (SEMBAWANG),1.4564743178621,103.81718135862,HDB,54.2975,Poor Accessibility,3,SEMBAWANG
Block 492 (TAMPINES),1.36392266403897,103.955722265983,HDB,82.8399,Moderate Accessibility,2,TAMPINES
Block 492A (SEMBAWANG),1.45665763839691,103.817394361321,HDB,53.786,Poor Accessibility,3,SEMBAWANG
Block 492C (TAMPINES),1.36342461933236,103.953941069939,HDB,85.6452,Moderate Accessibility,2,TAMPINES
Block 492D (TAMPINES),1.3638772521599,103.954122609944,HDB,85.7769,Moderate Accessibility,2,TAMPINES
Block 492E (TAMPINES),1.3634296564729,103.95587655067,HDB,82.2637,Moderate Accessibility,2,TAMPINES
Block 492F (TAMPINES),1.36371124267601,103.95614761936,HDB,81.8088,Moderate Accessibility,2,TAMPINES
Block 492G (TAMPINES),1.36424168791995,103.955085623493,HDB,84.3369,Moderate Accessibility,2,TAMPINES
Block 492H (TAMPINES),1.36370873286553,103.956662909483,HDB,80.6221,Moderate Accessibility,2,TAMPINES
Block 492J (TAMPINES),1.36457156576218,103.954932574982,HDB,84.8428,Moderate Accessibility,2,TAMPINES
Block 493 (SEMBAWANG),1.45654601332376,103.816763883508,HDB,54.0793,Poor Accessibility,3,SEMBAWANG
Block 494A (TAMPINES),1.36310408255938,103.952176823356,HDB,86.7839,Moderate Accessibility,2,TAMPINES
Block 494C (TAMPINES),1.36370339705173,103.952575138742,HDB,87.3001,Moderate Accessibility,2,TAMPINES
Block 494D (TAMPINES),1.36380015761494,103.953438683803,HDB,86.6228,Moderate Accessibility,2,TAMPINES
Block 494E (TAMPINES),1.36421531545345,103.953511202271,HDB,86.9364,Moderate Accessibility,2,TAMPINES
Block 494F (TAMPINES),1.36400945066996,103.953070572395,HDB,87.2315,Moderate Accessibility,2,TAMPINES
Block 494H (TAMPINES),1.36367827707662,103.954980336497,HDB,84.1827,Moderate Accessibility,2,TAMPINES
Block 494J (TAMPINES),1.36411231092786,103.954328979984,HDB,85.6381,Moderate Accessibility,2,TAMPINES
Block 495A (TAMPINES),1.36254137108389,103.950930986011,HDB,85.9546,Moderate Accessibility,2,TAMPINES
Block 495B (TAMPINES),1.36274236096606,103.951330562087,HDB,86.3612,Moderate Accessibility,2,TAMPINES
Block 495C (TAMPINES),1.36323870680686,103.951624679385,HDB,87.0354,Moderate Accessibility,2,TAMPINES
Block 495D (TAMPINES),1.36367184996528,103.952024565359,HDB,87.5228,Moderate Accessibility,2,TAMPINES
Block 495E (TAMPINES),1.3640424824533,103.952424391016,HDB,87.7892,Moderate Accessibility,2,TAMPINES
Block 495F (TAMPINES),1.36442076452696,103.95294031503,HDB,87.7997,Moderate Accessibility,2,TAMPINES
Block 496C (TAMPINES),1.36215244534095,103.950373999808,HDB,85.3936,Moderate Accessibility,2,TAMPINES
